branch,ncust,customer,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
25,3491,121285,29,2,9,3,69,6.7,1.07,3.55,0
25,3491,121287,34,1,6,6,33,6.4,0.53,1.59,0
25,3491,121349,18,2,0,0,25,6.2,0.62,0.93,1
25,3491,121353,23,3,2,2,47,14.6,2.94,3.93,1
25,3491,121366,35,1,5,8,62,8.5,1.99,3.28,1
25,3491,121378,30,3,5,3,27,6.2,0.86,0.81,0
25,3491,121380,36,3,7,10,118,11.2,8.48,4.73,1
25,3491,121382,18,2,0,0,28,2.4,0.22,0.45,1
25,3491,121498,26,2,2,4,30,40.7,5.49,6.72,1
25,3491,121541,18,2,0,0,33,8.2,0.84,1.87,1
25,3491,121565,31,2,11,8,47,26.9,3.51,9.13,0
25,3491,121595,33,3,3,2,46,3.8,0.41,1.34,0
25,3491,121735,20,1,2,0,20,18.8,1.19,2.57,1
25,3491,121758,22,4,0,1,36,10.7,1.67,2.18,1
25,3491,121775,22,2,3,1,45,11.1,1.85,3.15,0
25,3491,121777,22,1,4,1,24,4.4,0.53,0.52,0
25,3491,121795,26,4,0,2,103,14.3,8.54,6.19,1
25,3491,121826,34,1,10,7,96,5.4,1.65,3.53,0
25,3491,121865,30,1,13,2,42,15.3,0.94,5.48,0
25,3491,121921,40,3,15,5,53,23.5,1.91,10.55,1
25,3491,121925,21,2,1,0,43,14.1,3.38,2.69,1
25,3491,121968,20,2,0,0,28,18,3.07,1.97,1
25,3491,121979,18,2,0,0,20,14.5,0.33,2.57,0
25,3491,122000,53,2,24,8,129,2.7,1.01,2.48,0
25,3491,122036,70,2,27,21,92,9.3,3.01,5.54,0
25,3491,122060,26,5,0,3,49,4.4,0.95,1.21,0
25,3491,122066,43,2,16,7,119,18.1,8.16,13.38,1
25,3491,122084,38,3,3,3,34,3.9,0.86,0.46,0
25,3491,122157,31,2,3,6,45,0.7,0.13,0.19,0
25,3491,122192,24,4,0,1,35,1.2,0.04,0.38,1
25,3491,122205,44,4,21,14,314,4.7,3.5,11.26,0
25,3491,122365,62,5,31,14,699,5.9,6.6,34.64,0
25,3491,122372,52,3,24,10,403,5.1,8.32,12.23,0
25,3491,122460,33,4,3,2,40,1.2,0.26,0.22,0
25,3491,122484,26,4,1,3,39,2,0.33,0.45,0
25,3491,122575,34,2,4,8,46,5.5,0.7,1.83,0
25,3491,122602,54,4,0,14,66,9.6,1.98,4.35,0
25,3491,122609,61,1,0,24,25,33,3.42,4.83,1
25,3491,122620,44,5,2,13,91,4.8,1.02,3.35,1
25,3491,122653,22,2,0,2,16,9.8,0.31,1.26,1
25,3491,122655,19,1,3,0,21,7.1,0.48,1.01,0
25,3491,122694,20,2,0,0,26,8.9,0.5,1.81,0
25,3491,122889,35,4,10,7,44,0.5,0.11,0.11,0
25,3491,122943,24,4,0,2,28,4,0.7,0.42,0
25,3491,122999,30,5,1,6,33,7.4,0.63,1.81,0
25,3491,123027,21,1,1,1,29,24,2.2,4.76,0
25,3491,123040,45,4,0,14,81,4.1,1.51,1.81,0
25,3491,123059,38,5,9,11,66,1.2,0.59,0.2,0
25,3491,123079,21,2,1,1,37,8.5,0.9,2.25,0
25,3491,123081,45,4,7,13,42,36.8,10.19,5.27,1
25,3491,123125,40,1,22,8,141,11,5.06,10.45,0
25,3491,123128,22,4,0,1,74,7.5,1.86,3.69,1
25,3491,123148,56,2,34,21,475,2.3,3.88,7.05,0
25,3491,123179,37,2,9,11,41,2.9,0.11,1.08,0
25,3491,123217,29,2,3,2,42,9.3,1.77,2.14,0
25,3491,123230,37,4,10,6,97,8.3,2.01,6.04,0
25,3491,123242,20,1,3,0,21,17.9,0.53,3.23,1
25,3491,123373,30,3,6,4,20,9.7,0.51,1.43,1
25,3491,123402,26,4,0,3,36,17.9,3.02,3.43,1
25,3491,123404,18,2,0,0,47,3.6,1.21,0.48,0
25,3491,123432,31,1,5,7,27,4.2,0.56,0.57,0
25,3491,123464,44,3,8,8,49,16.3,2.46,5.53,1
25,3491,123468,19,2,0,0,24,12.5,0.94,2.06,1
49,4358,240017,77,5,2,24,28,10.6,1.37,1.6,0
49,4358,240070,37,4,0,9,83,14.9,5.9,6.47,1
49,4358,240093,35,4,9,6,123,6.1,1.7,5.8,0
49,4358,240152,24,4,0,0,64,13,3.98,4.34,1
49,4358,240198,31,4,1,4,43,7.9,2.49,0.9,0
49,4358,240202,59,4,19,21,174,27.9,16.41,32.14,1
49,4358,240252,18,2,0,0,27,4.1,0.17,0.94,1
49,4358,240289,29,2,8,5,35,21.1,1.65,5.73,1
49,4358,240302,38,4,6,7,25,31.3,2.21,5.61,1
49,4358,240360,27,3,3,5,26,2,0.04,0.48,1
49,4358,240403,49,2,15,11,35,3,0.74,0.32,0
49,4358,240497,24,3,1,2,23,14.8,0.8,2.61,1
49,4358,240505,27,4,3,5,36,16.2,1.39,4.44,1
49,4358,240612,26,2,2,4,26,14.5,0.56,3.21,0
49,4358,240623,32,4,0,6,37,3.1,0.59,0.55,1
49,4358,240675,53,5,16,13,51,4.1,0.95,1.14,0
49,4358,240676,19,2,0,0,17,14.1,1.04,1.36,1
49,4358,240680,18,2,0,0,19,6.4,0.4,0.82,1
49,4358,240694,19,2,1,0,21,7.9,1.1,0.55,1
49,4358,240697,51,2,25,16,96,21.5,7.31,13.33,0
49,4358,240705,30,5,3,2,40,16.9,2.22,4.54,1
49,4358,240722,63,1,22,21,61,13.5,1.83,6.41,0
49,4358,240764,30,4,1,4,73,29.8,7.05,14.71,1
49,4358,240789,27,4,3,3,43,4.5,0.58,1.36,0
49,4358,240792,42,2,15,9,46,13.1,1.06,4.97,0
49,4358,240895,24,4,0,3,44,13.5,2.38,3.56,1
49,4358,241000,20,2,0,0,23,23.6,3.54,1.89,1
49,4358,241089,28,3,4,5,20,6.2,0.57,0.67,0
49,4358,241132,25,2,3,2,23,5,0.28,0.87,0
49,4358,241163,24,4,0,3,49,5,0.87,1.58,1
49,4358,241191,36,3,9,7,76,5.7,0.29,4.04,0
49,4358,241279,44,2,11,12,50,22,2.11,8.89,0
49,4358,241350,23,3,0,1,45,15.8,1.12,5.99,0
49,4358,241424,32,3,1,4,26,3.3,0.24,0.62,0
49,4358,241525,32,2,9,7,53,14.9,5.81,2.08,1
49,4358,241564,35,4,7,6,76,7,0.56,4.76,0
49,4358,241582,30,3,3,6,34,14.3,2.26,2.61,1
49,4358,241594,30,1,4,3,36,9.6,0.83,2.63,1
49,4358,241652,31,2,6,5,26,6.5,0.33,1.36,0
49,4358,241732,23,1,0,2,16,17.2,0.91,1.84,1
49,4358,241770,46,1,11,8,61,10.4,3.44,2.9,0
49,4358,241837,59,1,33,17,308,6.7,7.39,13.25,0
49,4358,241859,39,5,1,10,185,7,10.45,2.5,1
49,4358,241980,29,5,3,3,55,27.1,8.35,6.56,1
49,4358,242047,26,4,2,4,19,3.8,0.11,0.62,0
49,4358,242106,34,2,6,7,27,6.4,0.27,1.46,0
49,4358,242108,30,1,12,5,35,5.7,1.34,0.66,0
49,4358,242216,23,4,0,2,29,9.4,0.84,1.89,1
49,4358,242303,22,4,0,1,76,7.7,3.62,2.24,0
49,4358,242345,27,4,0,4,46,1.9,0.23,0.64,1
49,4358,242430,30,3,0,5,70,6.9,0.37,4.46,1
49,4358,242433,23,2,0,1,22,9,0.71,1.27,0
49,4358,242464,42,5,12,13,34,6.1,0.56,1.52,0
49,4358,242467,29,4,2,3,55,15.6,1.48,7.1,1
49,4358,242512,47,2,16,8,66,1.7,0.1,1.02,0
49,4358,242560,34,4,8,7,30,5.7,1.08,0.63,0
49,4358,242597,31,2,11,7,51,12.4,4.14,2.19,1
49,4358,242601,35,4,10,4,53,19,3.64,6.43,0
49,4358,242691,19,1,2,0,21,12,0.15,2.37,0
49,4358,242710,30,1,7,7,40,11.4,1.78,2.78,1
49,4358,242840,25,4,0,2,35,0.6,0.07,0.14,0
49,4358,243028,38,5,11,8,40,8.8,1.65,1.87,0
49,4358,243048,18,2,0,0,34,2.8,0.29,0.66,0
49,4358,243058,53,2,10,14,62,13.4,2.38,5.93,1
49,4358,243076,31,1,10,5,60,27.3,6.27,10.11,1
49,4358,243083,38,4,7,7,274,2.3,4.32,1.99,1
49,4358,243086,19,2,0,0,21,2.5,0.03,0.49,0
49,4358,243118,20,1,2,0,18,2.3,0.06,0.36,0
49,4358,243175,21,2,2,1,22,9.2,1.05,0.98,1
49,4358,243209,19,2,0,0,17,5.5,0.51,0.43,0
49,4358,243340,23,4,0,1,42,12.2,2.24,2.88,0
49,4358,243351,65,2,25,20,48,7.7,2.81,0.88,0
49,4358,243457,45,5,18,12,88,9.6,4.04,4.41,0
49,4358,243535,21,3,0,1,22,1.5,0.1,0.23,0
49,4358,243547,54,3,8,10,67,10.5,1.25,5.79,0
49,4358,243554,22,4,0,2,24,8,0.64,1.28,1
49,4358,243564,20,3,0,0,23,14.2,1.86,1.4,1
49,4358,243569,41,2,12,9,58,13.1,3.78,3.81,0
49,4358,243578,36,2,14,3,71,6.9,1.43,3.47,0
49,4358,243624,33,3,11,8,79,10.8,3.08,5.45,0
49,4358,243673,23,2,2,2,34,3.3,0.22,0.9,0
49,4358,243859,46,3,8,6,119,5.6,1.11,5.55,1
49,4358,243929,21,3,0,0,15,6.1,0.07,0.84,1
49,4358,243957,28,4,2,4,62,34.8,3.86,17.71,1
49,4358,243958,39,3,9,8,69,6,0.55,3.59,0
49,4358,243998,54,4,4,9,69,12,1.18,7.1,0
49,4358,244010,75,1,22,23,56,7.8,1.79,2.58,0
49,4358,244023,31,4,1,7,69,0.4,0.19,0.09,0
49,4358,244034,55,2,32,8,229,4.9,3.03,8.19,0
49,4358,244067,20,3,0,0,18,17.4,0.42,2.71,0
49,4358,244106,39,5,3,9,42,15.2,3.08,3.31,0
49,4358,244123,37,3,2,8,55,8,1.64,2.76,0
49,4358,244159,20,3,0,0,41,4.3,0.47,1.29,0
49,4358,244190,57,4,10,10,149,10,3.64,11.26,0
49,4358,244208,50,1,20,15,117,7.6,3.15,5.74,0
49,4358,244269,33,1,2,7,28,1.6,0.14,0.31,0
49,4358,244280,36,1,16,10,44,7.4,1.96,1.3,0
49,4358,244286,21,2,1,0,29,5.7,0.64,1.01,0
49,4358,244337,37,3,12,11,121,13.6,4.69,11.77,0
49,4358,244354,27,5,0,4,24,6.1,0.17,1.3,1
60,4098,295009,28,4,5,5,112,9.9,0.93,10.16,0
60,4098,295028,27,3,4,5,40,13.2,3.73,1.55,0
60,4098,295035,32,3,4,3,37,4.1,0.48,1.04,1
60,4098,295057,28,2,6,5,33,20.5,1.1,5.67,1
60,4098,295083,24,4,0,2,35,12.1,2.47,1.77,1
60,4098,295134,20,2,0,0,44,3.9,1.07,0.65,0
60,4098,295153,39,4,16,4,47,16.5,4.16,3.6,0
60,4098,295187,38,4,11,8,145,18.5,1.45,25.38,0
60,4098,295193,65,2,38,11,352,2.5,0.39,8.41,0
60,4098,295270,56,2,34,19,215,13.9,14.37,15.51,0
60,4098,295295,18,2,0,0,57,3.1,1.24,0.53,1
60,4098,295339,20,1,0,1,18,9.5,0.16,1.55,0
60,4098,295367,62,1,4,13,27,13.2,1.73,1.84,0
60,4098,295386,39,2,13,8,112,21.2,4.63,19.11,1
60,4098,295449,29,4,3,2,102,9.8,4.83,5.17,1
60,4098,295465,30,4,4,6,46,3.9,1.26,0.54,0
60,4098,295472,52,3,21,14,121,2.4,0.39,2.51,0
60,4098,295518,48,5,19,11,326,10.6,21.18,13.37,1
60,4098,295658,20,1,2,0,42,3.1,0.89,0.41,1
60,4098,295683,34,4,7,3,33,7.5,1.88,0.6,1
60,4098,295711,68,1,51,26,274,7,8.59,10.59,0
60,4098,295815,47,1,16,15,51,14.2,3.4,3.85,0
60,4098,295913,37,2,12,8,29,9.3,0.88,1.82,0
60,4098,295930,36,2,9,10,35,0.8,0.09,0.19,0
60,4098,295938,30,4,1,6,107,8.9,1.44,8.09,1
60,4098,296037,24,2,0,2,21,13.7,1.38,1.5,0
60,4098,296049,24,4,0,2,49,13.6,3.04,3.63,1
60,4098,296068,31,2,0,6,34,4.2,0.71,0.71,1
60,4098,296183,41,4,15,13,89,9.2,2.55,5.63,0
60,4098,296309,19,2,0,0,25,24.7,1.23,4.95,1
60,4098,296317,20,3,0,1,23,1,0.02,0.21,0
60,4098,296325,30,2,8,5,65,9.2,2.45,3.53,0
60,4098,296347,42,2,5,12,72,19.3,0.25,13.65,0
60,4098,296403,27,1,5,5,34,1,0.06,0.28,0
60,4098,296493,24,4,0,2,38,1.6,0.03,0.57,0
60,4098,296589,38,2,16,6,71,6.6,1.54,3.15,0
60,4098,296591,24,1,7,2,29,13.6,0.64,3.3,0
60,4098,296685,48,2,7,11,80,3.7,0.79,2.17,0
60,4098,296709,49,4,0,11,77,2,0.21,1.33,0
60,4098,296763,18,2,0,0,29,25.9,2.39,5.12,1
60,4098,296812,64,2,11,28,27,2.4,0.08,0.57,0
60,4098,296939,19,1,3,0,22,10.9,0.47,1.93,0
60,4098,296988,49,3,2,17,36,23.6,2.66,5.84,1
60,4098,297023,29,4,1,4,26,6.6,0.51,1.21,1
60,4098,297063,28,2,3,5,64,9.4,1.03,4.98,1
60,4098,297090,27,2,4,3,32,6.7,0.56,1.59,1
60,4098,297143,24,4,0,2,40,8.6,1.2,2.24,0
60,4098,297166,23,1,2,2,38,12.2,2.23,2.41,1
60,4098,297181,43,5,3,8,30,3.1,0.34,0.59,0
60,4098,297207,29,5,1,5,51,12.5,2.43,3.95,0
60,4098,297282,61,3,35,9,327,4.6,7.63,7.42,0
60,4098,297308,22,4,0,1,20,6.5,0.6,0.7,1
60,4098,297345,24,2,2,3,34,2.4,0.27,0.54,0
60,4098,297357,30,3,8,3,65,8.8,1.92,3.8,0
60,4098,297360,37,3,3,4,57,10.8,0.72,5.44,1
60,4098,297382,27,2,4,1,36,14.7,1.46,3.83,1
60,4098,297384,22,4,0,1,29,3.7,0.08,0.99,0
60,4098,297466,28,5,1,3,77,0.2,0.06,0.1,0
60,4098,297470,31,2,11,4,41,2,0.34,0.48,0
60,4098,297480,44,1,14,12,68,14.9,1.78,8.35,0
60,4098,297533,69,2,24,22,84,20.2,5.63,11.33,0
60,4098,297538,26,2,5,2,42,10.6,2.13,2.32,1
60,4098,297698,51,3,9,15,96,16.8,0.58,15.55,1
60,4098,297702,20,3,0,0,77,9.6,3.85,3.54,1
60,4098,297820,24,3,2,0,43,7.3,1.24,1.9,0
60,4098,297849,53,1,17,9,59,0.5,0.03,0.26,0
60,4098,297867,29,2,0,4,28,4.7,0.14,1.18,1
60,4098,297897,52,3,28,16,368,21.3,24.06,54.32,1
60,4098,297922,28,3,4,4,20,21.1,0.57,3.65,0
60,4098,297926,35,2,17,5,160,13.5,9.07,12.53,1
60,4098,297953,20,2,0,0,27,10.3,0.39,2.39,1
60,4098,297963,27,5,0,3,36,4.1,0.73,0.75,0
60,4098,298020,34,4,2,4,46,22.5,1.21,9.14,0
60,4098,298062,46,5,13,14,84,9.9,1.71,6.6,0
60,4098,298134,36,4,4,8,101,6.7,2.09,4.68,1
60,4098,298170,51,4,4,6,43,3.3,0.2,1.22,0
60,4098,298250,39,1,20,10,52,19.7,2.33,7.92,0
60,4098,298314,33,4,4,6,24,27.7,3.2,3.44,1
60,4098,298328,65,2,38,25,231,9.3,2.02,19.46,0
60,4098,298383,35,3,10,8,263,4.9,9.27,3.62,1
60,4098,298392,41,2,22,7,226,17.4,7.12,32.21,1
60,4098,298415,23,3,0,1,33,1.7,0.24,0.32,0
60,4098,298439,23,1,5,1,23,24.3,3.5,2.08,1
60,4098,298509,34,5,0,5,120,6.4,5.55,2.13,1
60,4098,298541,18,2,0,0,30,19.8,2.3,3.64,1
60,4098,298547,29,5,3,2,26,7.8,0.46,1.57,0
60,4098,298591,38,4,13,12,204,19.5,15.43,24.35,1
60,4098,298602,32,4,8,5,44,13.7,1.35,4.68,0
60,4098,298624,34,2,12,7,58,19.9,2.49,9.05,0
60,4098,298629,37,1,14,4,67,13.4,2.12,6.86,0
60,4098,298696,37,3,4,6,53,15.5,1.27,6.95,0
60,4098,298736,37,3,4,6,30,4.6,0.71,0.67,0
60,4098,298857,45,4,16,13,53,5.7,0.93,2.09,0
60,4098,298915,48,3,4,12,57,12.1,2.46,4.43,0
60,4098,298944,36,1,12,5,55,5.8,1.2,1.99,0
60,4098,298965,26,2,1,3,42,1.5,0.08,0.55,1
60,4098,298970,60,1,31,22,170,8,8.77,4.83,0
60,4098,298976,37,2,2,9,31,9.6,1.54,1.44,0
60,4098,298996,27,4,1,2,21,14.4,0.52,2.51,0
60,4098,299036,26,1,6,2,46,9.8,0.34,4.17,0
64,1919,315016,32,3,7,5,34,10.7,0.52,3.12,0
64,1919,315053,23,3,0,1,16,7.8,0.35,0.9,0
64,1919,315060,58,3,18,13,54,4.2,0.82,1.45,0
64,1919,315086,34,1,0,7,26,1.9,0.18,0.32,0
64,1919,315102,30,2,0,4,17,4.9,0.41,0.42,1
64,1919,315108,25,3,2,3,52,7.7,1.07,2.93,0
64,1919,315159,24,2,3,2,24,10.7,1.98,0.59,0
64,1919,315169,34,4,1,7,40,17.6,1.68,5.36,1
64,1919,315203,64,1,7,26,24,6.5,0.29,1.27,0
64,1919,315213,29,4,2,5,34,19,1.03,5.43,1
64,1919,315234,21,2,1,1,29,0.9,0.02,0.24,0
64,1919,315273,50,4,9,11,24,15.7,0.58,3.18,0
64,1919,315276,25,4,0,2,29,15.7,1.83,2.73,1
64,1919,315313,27,2,6,5,20,13.2,1.44,1.2,0
64,1919,315326,25,3,4,3,41,18.4,2.01,5.54,0
64,1919,315336,27,4,3,5,41,4.8,0.55,1.41,1
64,1919,315373,26,2,4,4,31,5.5,0.25,1.45,0
64,1919,315412,49,2,6,12,49,1.7,0.5,0.33,0
64,1919,315414,41,3,0,8,39,29.1,2.16,9.19,1
64,1919,315422,30,2,4,2,55,5.5,1.45,1.57,0
64,1919,315442,37,1,16,8,43,5.6,0.64,1.77,0
64,1919,315481,34,2,9,3,62,8,0.4,4.56,0
64,1919,315507,50,4,23,11,104,4.8,0.93,4.06,0
64,1919,315508,28,3,4,2,58,12.6,2.48,4.83,1
64,1919,315514,19,2,0,0,20,3.1,0.26,0.36,1
64,1919,315526,25,4,0,1,31,3.9,0.37,0.84,1
64,1919,315544,18,2,0,0,15,12.2,0.37,1.46,0
64,1919,315548,24,4,0,2,32,5.6,0.25,1.54,1
64,1919,315568,30,2,5,6,26,14.8,0.97,2.87,1
64,1919,315609,36,2,1,4,55,19.6,6.36,4.42,1
64,1919,315619,32,4,0,5,38,3.7,0.18,1.22,1
64,1919,315633,41,4,2,7,94,7,1.16,5.42,0
64,1919,315665,47,2,28,11,189,3.2,4.18,1.87,0
64,1919,315677,57,1,26,22,78,5.8,1.24,3.28,0
64,1919,315731,26,1,4,3,34,19,0.67,5.79,1
64,1919,315743,34,4,6,5,65,14.4,4.98,4.38,1
64,1919,315748,33,2,0,7,64,10.6,2.69,4.1,0
64,1919,315754,53,5,9,11,97,22.3,9.21,12.42,1
64,1919,315771,61,2,20,17,91,4.3,1.26,2.65,0
64,1919,315800,18,2,0,0,14,4.3,0.15,0.45,0
64,1919,315812,21,3,0,1,18,12.1,0.59,1.59,0
64,1919,315821,28,1,7,2,52,22.1,6.78,4.71,1
64,1919,315831,34,2,4,8,49,3.1,0.04,1.48,0
64,1919,315838,20,1,2,0,16,4.7,0.25,0.5,0
64,1919,315857,34,1,11,6,54,10.6,3.12,2.6,0
64,1919,315892,22,3,0,1,14,2.5,0.26,0.09,0
64,1919,315898,34,2,8,7,30,24.3,0.21,7.08,0
64,1919,315931,18,2,0,0,18,13.1,0.92,1.44,1
64,1919,315948,41,2,21,9,64,0.3,0.12,0.07,0
64,1919,315970,46,1,4,7,67,3.4,0.76,1.52,0
64,1919,316013,21,2,0,1,20,2.2,0.1,0.34,0
64,1919,316027,51,2,19,16,47,22.7,3.28,7.39,0
64,1919,316033,27,5,0,3,25,22.9,1.09,4.64,1
64,1919,316060,35,2,15,3,30,21.3,1.28,5.11,0
64,1919,316077,22,4,0,2,26,6,0.02,1.54,0
64,1919,316104,65,1,38,13,143,11.1,1.17,14.7,0
64,1919,316135,43,3,5,11,27,21.2,2.83,2.9,1
64,1919,316149,23,4,0,2,23,18,0.51,3.63,1
64,1919,316159,66,2,43,22,152,9,5.06,8.62,0
64,1919,316172,25,2,3,2,48,8.2,2.87,1.07,1
64,1919,316193,35,4,0,11,84,3.4,1.18,1.67,0
64,1919,316201,19,2,0,0,20,12.8,1.14,1.42,0
64,1919,316230,25,4,1,1,20,6.9,0.43,0.95,1
64,1919,316244,23,4,0,1,62,3,0.56,1.3,1
64,1919,316258,23,3,2,1,40,21.2,2.65,5.83,1
64,1919,316268,49,3,12,11,85,4.5,2.29,1.53,0
64,1919,316281,45,4,6,10,59,10.6,3.8,2.45,0
64,1919,316289,45,2,10,13,45,2.9,0.19,1.12,0
64,1919,316302,32,4,6,7,31,5.2,0.38,1.23,0
64,1919,316305,28,4,0,4,60,0.5,0.08,0.22,0
64,1919,316309,44,3,22,9,131,7,0.83,8.34,0
64,1919,316311,49,3,20,9,140,9.9,4.42,9.44,0
64,1919,316315,19,2,0,0,19,4.4,0.06,0.77,0
64,1919,316359,34,3,0,6,24,9.4,0.08,2.18,1
64,1919,316361,51,3,2,15,34,7.2,1.77,0.68,0
64,1919,316431,28,2,4,4,25,34.8,1.04,7.66,1
64,1919,316502,51,4,20,18,512,6.5,6.82,26.46,0
64,1919,316510,24,4,0,1,63,26.9,7.19,9.76,1
64,1919,316518,41,5,9,14,87,4.4,0.78,3.05,0
64,1919,316521,23,4,0,1,35,15,0.4,4.85,1
64,1919,316547,33,4,3,7,19,17.2,0.37,2.9,1
64,1919,316569,42,2,18,5,176,5.6,3.91,5.94,0
64,1919,316577,20,3,0,0,16,3.5,0.23,0.33,1
64,1919,316583,27,2,3,4,26,2.6,0.09,0.58,0
64,1919,316622,34,2,9,3,29,11.6,1.06,2.3,1
64,1919,316635,20,2,0,0,34,12.9,0.9,3.49,1
64,1919,316655,66,2,9,23,54,15.8,1.34,7.19,0
64,1919,316681,19,2,0,0,20,12.7,1.22,1.32,0
64,1919,316735,33,5,2,7,79,23.7,10.47,8.26,1
64,1919,316737,22,3,1,1,17,25.4,2.38,1.94,1
64,1919,316777,40,2,5,7,43,23.9,3.69,6.59,1
64,1919,316798,55,5,25,12,73,19.1,5.8,8.14,0
64,1919,316809,25,4,1,1,15,8.9,0.56,0.78,1
64,1919,316824,23,3,0,1,30,6.9,0.55,1.52,0
64,1919,316838,37,4,13,5,225,1.1,1.42,1.06,0
64,1919,316862,18,2,0,0,21,6.6,0.08,1.31,1
64,1919,316881,23,2,4,1,22,3.8,0.08,0.76,0
64,1919,316883,27,2,2,2,55,11.7,0.54,5.89,1
64,1919,316907,42,5,6,8,20,15.3,1.43,1.63,1
64,1919,316909,31,3,9,6,23,7.8,0.45,1.35,0
68,3388,335024,33,2,9,5,34,12.7,3.16,1.16,1
68,3388,335038,58,4,26,21,132,2.4,0.98,2.19,0
68,3388,335114,58,3,24,24,138,3.9,2.86,2.52,0
68,3388,335125,48,2,12,12,51,4.3,0.22,1.97,0
68,3388,335142,26,2,2,4,55,11,4.69,1.36,1
68,3388,335161,28,5,2,5,18,11.9,0.32,1.82,1
68,3388,335203,22,1,4,1,21,9,0.87,1.02,0
68,3388,335236,18,2,0,0,18,8,0.4,1.04,0
68,3388,335322,57,2,4,12,61,2.3,0.11,1.29,0
68,3388,335417,19,2,1,0,24,12.3,1.11,1.84,1
68,3388,335431,31,4,4,5,36,22.4,0.15,7.91,0
68,3388,335434,18,1,1,0,18,8,0.74,0.7,1
68,3388,335530,23,3,0,1,18,4,0.05,0.67,0
68,3388,335566,19,2,0,0,14,8.2,0.38,0.77,1
68,3388,335573,29,3,0,4,70,16.5,8.21,3.34,1
68,3388,335610,29,3,8,5,39,11.6,3.26,1.27,1
68,3388,335615,25,2,2,3,24,3,0.15,0.57,0
68,3388,335635,18,2,0,0,24,0.9,0.13,0.09,1
68,3388,335667,40,3,4,6,87,1.2,0.86,0.18,0
68,3388,335669,31,2,11,8,36,4.7,0.13,1.57,0
68,3388,335672,52,4,2,12,84,3.1,0.2,2.4,0
68,3388,335680,37,2,18,3,39,26.9,5.46,5.04,1
68,3388,335690,40,3,18,13,84,6.2,0.94,4.27,0
68,3388,335722,18,2,0,0,17,11.9,0.17,1.86,1
68,3388,335743,45,1,24,14,69,3.2,1.33,0.87,0
68,3388,335816,34,3,11,6,52,12.9,4.17,2.54,0
68,3388,335819,19,2,0,0,21,12.6,1.23,1.42,1
68,3388,335844,25,3,3,1,27,16.9,1.09,3.48,0
68,3388,335958,53,2,30,12,220,12.9,2.81,25.57,0
68,3388,336005,30,3,4,4,39,11.6,1.39,3.13,0
68,3388,336019,49,5,23,11,178,19.4,5.59,28.94,0
68,3388,336093,21,2,2,1,23,3.5,0.25,0.55,0
68,3388,336204,40,2,0,12,21,36.6,4.35,3.34,1
68,3388,336244,18,2,0,0,23,11.5,0.66,1.98,1
68,3388,336247,18,2,0,0,15,8,0.22,0.98,0
68,3388,336295,34,1,10,6,50,5.3,0.58,2.07,0
68,3388,336308,33,4,5,8,27,20.6,1.09,4.47,0
68,3388,336316,45,3,23,10,55,13.3,1.46,5.86,0
68,3388,336326,40,4,15,13,111,9.6,1.88,8.78,0
68,3388,336330,49,1,4,11,36,9.9,1.36,2.21,0
68,3388,336350,27,3,0,4,31,3.7,0.28,0.86,0
68,3388,336401,52,1,26,12,77,28.6,5.26,16.76,0
68,3388,336436,23,2,1,2,30,18.2,1.37,4.09,1
68,3388,336457,39,3,16,10,46,11.3,1.45,3.75,0
68,3388,336479,20,2,0,1,28,9.8,0.66,2.09,0
68,3388,336499,26,3,0,3,23,10.9,1.71,0.8,1
68,3388,336510,62,4,23,22,124,23,19.05,9.47,1
68,3388,336576,39,2,1,9,27,1.4,0.1,0.28,0
68,3388,336580,26,1,5,2,47,21.7,6.14,4.06,1
68,3388,336624,35,2,15,8,66,3.3,1.05,1.12,0
68,3388,336636,46,5,11,9,136,4.9,3.27,3.39,1
68,3388,336640,47,4,17,17,61,7.5,3.12,1.45,0
68,3388,336658,56,1,3,16,38,18.7,3.72,3.39,1
68,3388,336706,21,3,0,1,33,9.1,1.05,1.95,1
68,3388,336731,29,2,0,5,33,5.8,0.58,1.34,0
68,3388,336792,28,2,3,5,53,5.7,1.57,1.45,1
68,3388,336815,28,3,3,3,61,16.1,3.16,6.66,1
68,3388,336852,30,1,4,6,30,10.8,1.03,2.21,0
68,3388,336899,20,1,1,0,22,10.1,0.14,2.08,1
68,3388,336953,24,4,0,2,29,9.6,1.04,1.75,1
68,3388,336969,29,4,5,4,73,25.1,2.18,16.14,1
68,3388,337073,19,2,0,0,15,9.5,0.4,1.03,1
68,3388,337079,63,2,29,19,208,16.6,21.89,12.64,1
68,3388,337113,39,2,17,9,90,6.8,3.45,2.67,0
68,3388,337128,22,4,0,1,30,3.4,0.15,0.87,0
68,3388,337143,30,2,2,4,34,11.6,1.39,2.55,0
68,3388,337173,24,1,4,2,24,18,1.64,2.68,1
68,3388,337261,25,4,1,2,66,4.2,0.55,2.22,1
68,3388,337272,22,2,2,1,39,4.7,0.5,1.33,0
68,3388,337301,35,5,0,9,36,13.3,0.99,3.8,0
68,3388,337304,51,3,14,16,161,1.4,0.57,1.69,0
68,3388,337309,65,2,0,25,57,6.2,1.68,1.86,0
68,3388,337365,38,4,14,7,192,28.9,5.27,50.22,1
68,3388,337367,28,2,8,4,24,24.6,4.07,1.83,1
68,3388,337411,30,4,2,5,27,10.6,0.74,2.13,0
68,3388,337462,22,4,0,2,46,8.6,1.76,2.19,1
